,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Fossil_Gen_GWh_loc2,Discounted_Fossil_Gen_GWh_loc2,Annual_Emissions_loc2,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,Total_Annual_Demand_loc2,Discounted_Annual_Demand_loc2,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_payments_BUSD_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_payments_BUSD_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,Annual_NPV_OPEX_PP_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_payments_BUSD_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_payments_BUSD_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,Annual_NPV_OPEX_PP_BUSD_loc1,RE_PV_MY_new_annual_installed_GWp_loc2,RE_PV_MY_total_capacity_GWp_loc2,RE_PV_MY_annual_payments_BUSD_loc2,RE_PV_MY_annual_generation_GWh_loc2,RE_PV_MY_discounted_annual_gen_GWh_loc2,RE_WIND_MY_new_annual_installed_GWp_loc2,RE_WIND_MY_total_capacity_GWp_loc2,RE_WIND_MY_annual_payments_BUSD_loc2,RE_WIND_MY_annual_generation_GWh_loc2,RE_WIND_MY_discounted_annual_gen_GWh_loc2,Annual_NPV_OPEX_PP_BUSD_loc2,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
10,11,MEX-CHL-USA,28423.638205437874,17449.64820816579,11.539087554985187,8147.027502020591,5001.568160451504,2.9451748830629416,1731870.9841384676,1063218.550585283,7420.824705095552,483514.12836467504,296835.7316772819,108825.26277025,66809.27113471222,1483034.0283367499,910454.2454478724,8.798473302800616e-16,92.32444546713549,3.223930389522085,163393.80573897672,100309.62288962195,0.0,4.047,0.0,2460.392213865545,1510.4673890005479,1.6139179627732512,5.443666191376086e-13,5.8455545328608896,0.0458371443523755,10461.628094785623,6422.532141003255,0.48259709910890225,21.800433881085453,1.1655682058000782,97958.14510271205,60137.80357082373,0.3160991077405342,0.0,21.690200000000004,0.0,37859.67588405385,23242.556799978116,0.0,21.6902,0.0,24449.737335917856,15010.017796110304,8.42069092063544,0.0114416250604842,0.011605095718420819
11,12,MEX-CHL-USA,27855.334711263746,16286.437296246448,11.308374522062314,7178.953077452614,4197.385181709886,2.5952130743583495,1695424.9151878632,991279.834111473,7264.658402091866,470516.30613151664,275101.13937255164,109917.49842206667,64266.48483557353,1456594.4759779999,851640.6227020486,1.4734038362754993e-16,91.54444546713549,3.070409894782938,162013.37861773538,94725.86703270931,0.0,3.267,0.0,1986.187635952245,1161.2827749808303,1.5063325855298322,9.996019037092521e-13,5.716554532861889,0.04365442319275693,10230.76034449258,5981.7136850316365,0.6003168838955977,22.271750764981054,1.1422074267250817,100075.96202112029,58512.342329149906,0.26527474348406443,0.0,21.3138,0.0,37202.67954456607,21751.63622822743,0.0,21.3138,0.0,24025.449817442255,14047.182919244013,7.850936286162864,0.011489621223042309,0.011652996858655907
12,13,MEX-CHL-USA,35493.657727476675,19764.196730646087,14.409289240308242,8385.832591254668,4669.545369383481,3.031503639236341,1741910.8284679502,969961.1284196267,7463.84403246918,500286.38331115,278578.1780323695,111648.61172229168,62170.124694549675,1473870.7706914165,820706.3946791778,2.770116039707193e-15,91.4154454671355,2.924199899793274,161785.07720922242,90087.9846928405,0.0,3.138,0.0,1907.7614942204302,1062.3129849402671,1.8279905556174554,1.1885336612573791e-12,5.453554532863079,0.04157564113597919,9760.07648149052,5434.775789168698,0.8617549493285046,22.870505714309555,1.1308556188123657,102766.40958410101,57224.18218818839,0.29511526734503646,0.0,19.347,0.0,33769.68166862407,18804.22235303468,0.0,19.347,0.0,21808.42353864892,12143.746257783976,7.682092137083442,0.01178968275701118,0.011969325321801035
13,14,MEX-CHL-USA,39420.68695264612,20905.631948092632,16.00353744079183,8626.267455130172,4574.69380783218,3.118421563831929,1743052.7338041377,924378.0800369832,7468.736936967999,500127.8119355251,265228.45672092354,110756.63771385835,58736.60970534493,1473724.9977944167,781547.8313100687,1.843482612048419e-15,91.4154454671355,2.784952285517403,161785.07720922242,85798.08065984808,0.0,3.138,0.0,1907.7614942204302,1011.7266523240638,1.9335618988790864,7.255373372154812e-13,5.063554532863804,0.03959584870094397,9062.104213158605,4805.827346010686,0.7827002524234644,23.263205966733018,1.113452388685125,104530.97025837937,55435.00533168686,0.2891206486549943,0.0,17.4292,0.0,30422.212009034098,16133.548562248461,0.0,17.4292,0.0,19646.631288562556,10419.028040580597,7.321074393892909,0.012000194039296792,0.012195025034928027
14,15,MEX-CHL-USA,56325.10020811566,28448.00306438043,22.866188281288323,8007.365987290821,4044.2639480869143,2.8946868265036,1771022.0614724222,894486.4872977796,7588.58159032072,517512.7745797334,261379.11770601716,115575.99929160833,58373.73337762412,1491468.313889,753292.8482535948,7.148868940213786e-15,89.05444546713551,2.652335510016574,157606.6304999265,79602.05824511894,0.0,0.777,0.0,472.3807141520951,238.58436033135985,2.631155803424549,3.0837905707470897e-13,4.7565545328641115,0.0377103320961416,8512.674760907119,4299.479216007974,1.5539795299502117,24.51018549668323,1.1278681349784994,110134.15239692185,55625.230906009805,0.25559748151909345,0.0,16.041800000000002,0.0,28000.54165460969,14142.176256259465,0.0,16.0418,0.0,18082.719218602273,9133.001980332172,7.084332979398411,0.012650235117595394,0.012850338294026068
15,16,MEX-CHL-USA,59380.236061091775,28562.908834063135,24.106475673249346,8226.54064761748,3957.106709644369,2.9739191237356666,1778670.2531277179,855570.8036202259,7621.353020816831,525863.8703777083,252949.51291997125,116836.71773649167,56200.458916080985,1472898.5677144167,708489.3948243348,7.0119818770948e-15,88.60044546713551,2.526033819063404,156803.15112422963,75424.99672529675,0.0,0.323,0.0,196.36933162307167,94.45700605139328,2.6417834380625034,1.629934516621031e-13,4.462554532864274,0.03591460199632752,7986.511050933143,3841.6483695913234,0.6477881062114536,24.863973602894685,1.1003459886769709,111723.86509864675,53741.08937725807,0.2500891440495244,0.0,9.261800000000001,0.0,16166.229269574738,7776.232690324142,0.0,9.2618,0.0,10440.133205678325,5021.882578278563,6.7761207646721875,0.01289207172332323,0.013099225711233304
16,17,MEX-CHL-USA,57446.17990564524,26316.75690916692,23.321310763934964,7621.542800614119,3491.5165723119317,2.7552105870504113,1784029.318664227,817284.3864505495,7644.315866371598,525996.5181101332,240965.06547361016,119404.66907346668,54700.65468212527,1457664.1069571667,667772.7225903826,9.286842198594147e-15,88.12644546713554,2.4057464943460998,155964.27618132145,71449.03193771224,0.0,0.0,0.0,0.0,0.0,2.4340368465288456,8.267132555977153e-14,3.6155545328643575,0.034204382853646284,6470.658457912193,2964.2831944406803,1.4227108009571736,25.439684403851857,1.101492597163445,114310.76600552692,52367.078994794734,0.22066384737011446,0.0,3.2353999999999985,0.0,5647.305942557826,2587.0959204962437,0.0,3.2354,0.0,3647.024009766098,1670.7437198531259,6.4728923406883485,0.012952291549687956,0.013149814193462697
17,18,MEX-CHL-USA,71277.35979773877,31098.075981400696,28.93632720236842,8024.567176019536,3501.0920784081336,2.900905107832596,1835914.696571749,801003.5008503458,7866.6374467524265,558089.5456990501,243492.62017874361,123895.11212700835,54055.02703218948,1485067.36811025,647929.9735854755,1.5563663371178805e-14,87.96144546713555,2.291187137472476,155672.2627518281,67919.29259150961,0.0,0.0,0.0,0.0,0.0,2.8762610475197516,7.025643713728351e-14,2.931554532864428,0.03257560271775916,5246.522479604843,2289.0403793274936,2.412457702381143,27.168142106233002,1.133526849299574,122077.42383157393,53261.97564978241,0.22126901935539445,1.0179877556376397e-16,1.556600000000003,1.4998608255108828e-18,2717.004521909357,1185.420073132773,0.0,1.5566,0.0,1754.6385527606815,765.5429885237935,6.34394772673474,0.013421900161142862,0.013642594070322487
18,19,MEX-CHL-USA,76838.93383523184,31928.164106534736,31.194148291221445,9484.184011310808,3940.8743512635792,3.4285609726408866,1838354.42414642,763874.2341998551,7877.091337848032,570620.466536275,237104.58993594168,123099.76704449166,51150.49581636178,1475530.619834917,613113.4494308277,1.8740617275044445e-14,87.96144546713558,2.182082988069025,155672.26275182815,64685.04056334252,5.125731713891305e-17,5.125731713891305e-17,1.9760978885822892e-18,3.1162121075418485e-14,1.2948504956317683e-14,2.9530358982134013,5.5392926738158166e-14,2.222554532864483,0.031024383540723597,3977.6446892248237,1652.7935260968648,0.5427810823385901,27.001923188571595,1.0972278115966871,121330.5351712882,50415.34342979585,0.24906325899985776,0.0,1.0179877556376397e-16,1.4284388814389361e-18,1.7768709593446095e-13,7.383265846418849e-14,0.0,0.0,0.0,0.0,0.0,6.0498839348628515,0.013706892452074368,0.013936938982155903
19,20,MEX-CHL-USA,79642.83223653164,31517.373148975912,32.3324413174003,10187.8810614663,4031.6904860690515,3.682949567363235,1832447.1225354054,725161.5508247109,7851.779377467057,569030.0569151083,225184.51608442565,122072.85766613335,48308.3750085493,1474172.0931503333,583379.9557458996,3.7892397242475913e-14,87.9614454671356,2.0781742743514524,155672.2627518282,61604.8005365167,2.5435141528646137e-15,2.594771470003527e-15,9.302601364332439e-17,1.5775032175826865e-12,6.242715905004946e-13,2.915041842548784,5.1068282705088185e-14,2.0385545328645347,0.029547031943546773,3648.3449523702734,1443.7739845632113,0.20935553008074065,27.027278718652333,1.0513167608066332,121444.4677979668,48059.69979947058,0.2548028387195629,7.32883272421986e-16,8.3468204798575e-16,1.0503758876767908e-17,1.4569156486790704e-12,5.765509946912486e-13,0.0,0.0,0.0,0.0,0.0,5.743279482531708,0.013847098733764426,0.01408862735636636
20,21,MEX-CHL-USA,96369.7274991349,36320.73676176092,39.12302553336873,8075.69394077875,3043.644113180726,2.919387586673338,1834369.5127588066,691354.5770616643,7860.016550439702,584718.2104057084,220374.14394623367,126538.266395325,47690.941785380004,1474142.4559533335,555588.7879053866,64.45847442556247,86.26321774839036,0.9854571687414628,152666.7760838798,57538.50229014161,6.0907468027181966e-15,8.685518272721724e-15,2.9133754335469516e-16,5.2804006749670004e-12,1.990127479750555e-12,3.3593049430952613,1.6982277187445205,3.7367822516090548,0.043229985848413144,6687.616370315006,2520.4922754610343,15.844447442492504,28.20721566859778,0.8555666294652073,126746.40057532728,47769.38536884926,0.19235830795302167,1.0159605211555917e-14,1.0994287259541667e-14,1.2642177639595218e-16,1.9190240395313557e-11,7.232599778798289e-12,0.0,0.0,0.0,0.0,0.0,5.475528250328383,0.013012318795423312,0.013247609990893612
21,22,MEX-CHL-USA,104494.10456088778,37507.360982124024,42.42126264037445,8233.665114224026,2955.4112257612924,2.9764946397873344,1867267.7580179102,670241.504480759,8000.98092562062,613184.7412017665,220097.9809687127,129965.76062750837,46650.21744199789,1485247.88324025,533118.387288225,1.4776851872276275,86.26321774839049,0.9199046740117502,152666.77608388002,54798.57360965874,1.1649167412821984e-14,2.0334685685543706e-14,6.374351304120601e-16,1.2362565439119073e-11,4.4374484717459185e-12,3.4690558172366472,1.2960926966285585e-13,3.7367822516091844,0.04117141509372785,6687.616370315237,2400.4688337724965,0.5148125792139883,28.56803331231727,0.8223970366965851,128367.69982523622,46076.605718790306,0.18678198946811406,1.162365946123903e-14,2.2617946720780697e-14,2.4257296802613746e-16,3.947903348109081e-11,1.417069763144208e-11,5.555115236503523e-16,5.555115236503523e-16,1.3765223620992835e-17,6.261865192726039e-13,2.2476486993399596e-13,5.3083127154876095,0.013203794491570012,0.013436770381654332
22,23,MEX-CHL-USA,99849.6539980036,34133.5913472613,40.535764334261515,5964.419039883494,2038.935879890764,2.156155376175009,1825024.2786983764,623884.3144029946,7819.973530823521,595368.7496706583,203526.73032391764,131109.15977715835,44819.649368096856,1457121.1717992502,498116.68473716074,1.198928380618795e-12,86.26321774839047,0.8760996895349872,152666.77608388,52189.1177234845,2.0688508889426378e-14,4.1023194574970085e-14,1.2001572952896562e-15,2.494023931804983e-11,8.525817595744826e-12,3.157015863708196,8.33292166136616e-14,3.736782251609268,0.039210871517836664,6687.616370315386,2286.160794069095,1.2559651140467898,29.718256445216745,0.8098450776682387,133536.1164341745,45649.30418843065,0.12886074760909663,6.5180970513744226e-15,2.913604377215512e-14,2.93768629624677e-16,5.085620113034451e-11,1.7385185800363572e-11,2.781174139042477e-15,3.3366856626928293e-15,7.704306451542655e-17,3.7611957485575365e-12,1.285764281775943e-12,4.941163770071713,0.013091869521543962,0.01333246947418701
23,24,MEX-CHL-USA,118750.95455105923,38661.90333780272,48.209087517184415,6848.103067818479,2229.5458580206146,2.4756098033255913,1869522.2982903768,608662.8158705999,8010.6413150525,631221.5652579584,205507.62924812248,135770.22301449167,44202.88879514843,1483446.4447445835,482967.5960950886,4.557428185671297,86.26321774839049,0.7944022436915548,152666.77608388002,49703.92164141382,3.955395415570635e-14,8.057714873067645e-14,2.1941763934473383e-15,4.898724718370208e-11,1.594884203298764e-11,3.575839439713373,7.529970186249222e-14,3.736782251609335,0.03734368715984484,6687.616370315506,2177.2959943515584,1.6037717015312765,30.863449822549892,0.7916834219910461,138681.93232203147,45150.8577965048,0.14090729822690323,1.85911482325635e-14,4.772719200471862e-14,4.4343530120417455e-16,8.330656333987945e-11,2.7122226608006923e-11,5.821306616950764e-15,9.157992279643593e-15,1.974312988144093e-16,1.0323118540246261e-11,3.3609111830429505e-12,4.820609501695148,0.013609659112823875,0.013868007514359985
24,25,MEX-CHL-USA,117667.99475743473,36485.069241587604,47.76944049568627,7707.808358615607,2389.944030615084,2.7863958450646145,1856255.390790262,575565.2299732404,7953.794473781555,627941.2261522249,194704.42377334533,131485.13755913335,40769.32183618726,1472518.2179983333,456580.6467078749,7.582895492580385,86.26321774839028,0.7028307607416779,152666.77608387964,47337.06822991781,9.565804192689969e-14,1.7623519065757613e-13,4.4446399430875625e-15,1.071429925631357e-10,3.3221603805480994e-11,3.3745040541544373,6.645171644569906e-14,3.736782251609375,0.03556541634270944,6687.616370315578,2073.615232715792,3.1560016044111094e-12,30.68634671794967,0.7482895071275558,137886.13661845966,42754.06623823377,0.1510444627348731,2.2182297117348023e-14,6.990948912206664e-14,6.005725252920708e-16,1.2202518185084653e-10,3.783609313835234e-11,1.0172978104035602e-14,1.9330970383679194e-14,3.888585090232175e-16,2.1790354553179013e-11,6.756489700622244e-12,4.55847662138806,0.013544640807847399,0.013829419954175736
25,26,MEX-CHL-USA,121079.62938305891,35755.150152955066,49.15445498138172,6701.385106490064,1978.937596160617,2.422570820151484,1859286.737410724,549052.5269382756,7966.783369661708,648356.5265347,191461.4793340304,136736.69479069166,40378.724964482164,1488794.64408525,439645.18488715723,10.225288990204268,88.30177228124762,0.6364690188904552,156274.565782964,46148.312421573486,42.50562139873531,42.505621398735485,0.968590728633027,25841.487505551144,7631.062885182335,3.306993837646817,5.451113945518783e-14,1.6982277187523884,0.011823374927176942,3039.2714179588133,897.5052736650244,2.8051636168063334,33.49151033475583,0.7666597590359281,150490.8685293396,44440.37059191747,0.1250688560773513,2.8563863713719486e-14,9.847335283578612e-14,7.811148093804675e-16,1.7188265767853394e-10,5.075742521924866e-11,1.682349096935753e-14,3.6154461353036726e-14,6.777584267554011e-16,4.0754215433852216e-11,1.2034832775984264e-11,4.348496013351138,0.014818551249630224,0.015136742738197477
26,27,MEX-CHL-USA,125590.136874475,35321.062397079775,50.98557668665685,6236.6423410531015,1753.9978756196185,2.254564916217724,1842064.261023176,518063.5065957461,7892.98746948776,656452.6536345833,184621.22676823175,137875.26438626664,38776.14068745358,1467843.7578314166,412817.45724464353,4.128158013496984e-13,88.3017722812478,0.606160970371862,156274.5657829643,43950.77373483198,3.5562409693920836e-14,42.50562139873552,0.9224673606028836,25841.48750555117,7267.6789382688985,3.2668450611059057,8.850884750302331e-14,1.6982277187520967,0.011260357073498482,3039.2714179582913,854.7669272998766,1.6171068577704555,34.49893377771833,0.7416260041450383,155017.6285169569,43597.2717743537,0.11085266573916006,3.1995653359043834e-14,1.3046900619482995e-13,9.569359662998054e-16,2.277302324298935e-10,6.404701793897437e-11,1.956143076740952e-14,5.5715892120446245e-14,9.760693772787312e-16,6.280435071051657e-11,1.76631417518989e-11,4.1030629722383045,0.015000214375671153,0.015344306690550476
