,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_payments_BUSD_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_payments_BUSD_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,Annual_NPV_OPEX_PP_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_payments_BUSD_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_payments_BUSD_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,Annual_NPV_OPEX_PP_BUSD_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
14,15,MEX-CHL,390248.87735389767,197102.20164393226,158.42855624160717,20544.64224273374,10376.440402562788,7.426949804675002,509221.18790452083,257191.30299688264,113159.62907680168,57153.30221955238,1.9918832321213808e-14,61.09299999999979,1.9588019679970565,106942.55744884015,54013.258578791334,2.3080360650216154e-13,0.7770000000007973,4.359042677958282e-14,631.7902708123745,319.0970188016903,18.229982630047296,1.4018856124108346e-15,2.7180000000000066,1.244643319024548e-16,4965.287051305838,2507.8073670381937,0.7755341372682975,26.97123820497187,1.2452573993777716,108143.30833972967,54619.71937331046,0.6557910334419705,0.06926047291871794,0.07027266466257524
15,16,MEX-CHL,415361.349231576,199795.91086652264,168.6234162248444,22774.659284451973,10955.000519017654,8.23310765530728,533169.7841134876,256463.78234405874,117662.3769139529,56597.615097635564,1.9808118914709783e-14,60.63899999999982,1.8655256838067207,106147.8359409461,51058.92401295026,5.01721715455589e-13,0.32300000000129897,6.552127430407894e-14,262.6361100038717,126.33245948796313,18.479123796044675,3.305257017811696e-15,2.42400000000001,1.629369881103117e-16,4428.203021473648,2130.041367146919,0.7913279165719166,27.468566121543784,1.2179476691003834,110137.38387378794,52977.96478230067,0.6923560328019192,0.0701951179245845,0.07108814233763397
16,17,MEX-CHL,420866.5941740455,192803.83601240886,170.85836950364887,23198.05031309602,10627.294136165492,8.386164782335143,539123.5874406751,246978.72718391134,121753.03351477502,55776.46749052352,1.900376370394473e-14,60.164999999999836,1.7766911274349724,105318.10467499502,48247.43722591155,1.8950898286484503,1.895089828649749,0.08442242850423344,1540.9257606887682,705.9158455048874,17.832426792787686,4.2693968649267465e-15,1.5770000000000144,2.0809638718364842e-16,2880.8895069570854,1319.7686767211644,2.681116362118891,29.30268248366267,1.260854569946563,117491.41818886816,53824.17240743046,0.6716449894056584,0.07032208472115468,0.0714307806719369
17,18,MEX-CHL,412333.85856048734,179899.89667974427,167.394351892084,22516.489789183728,9823.869911644546,8.13977860825924,548695.5857853708,239394.06658485616,121064.52021838333,52820.04915847829,2.047015526513316e-14,59.99999999999986,1.692086788033307,105029.27417102476,45823.924422990654,22.621113757892207,24.51620358654196,1.018124146336054,19934.49022293019,8697.352053475459,16.63894144390955,5.248088586547442e-15,0.8930000000000199,2.5814647445823045e-16,1631.3470702046363,711.7513230739592,1.047921350680272,29.666603834342947,1.237512955739646,118950.58956761389,51897.74821770852,0.6208685784159318,0.07144082662866225,0.07257532326419876
18,19,MEX-CHL,405822.1416509342,168627.48205852063,164.75080320174638,20901.952121377682,8685.19283348363,7.556118397734366,557320.5149268375,231578.18533348237,122576.23604638335,50932.95787318439,2.2679524921421658e-14,59.99999999999988,1.611511226698388,105029.2741710248,43641.832783800644,19.116521719816735,43.632725306358694,1.7066318109796392,35478.41870985588,14742.01577598208,15.596355815592563,7.464915837687545e-15,0.18400000000002686,3.2438073697145814e-16,336.13422275217266,139.67071236135519,2.224421434173333,31.18202526851628,1.2510333843735135,125026.79141548574,51951.21424494284,0.5489041870761631,0.07197825832350037,0.07332254646524487
19,20,MEX-CHL,418540.40820259374,165630.65190937655,169.91401243719054,23025.300198632856,9111.893159101248,8.323715097706357,578237.6129490834,228828.25866820314,124517.65061733333,49275.86259721409,3.889945307412875e-14,59.999999999999915,1.5347725968556079,105029.27417102485,41563.65027028634,10.099070469041331,53.73179577540002,1.9872526466685192,43690.123300051935,17289.66537607491,15.31917899509823,6.96060757267358e-15,3.45370753933037e-14,3.762728159189467e-16,6.309289670358496e-11,2.4968001672152453e-11,0.011059489538177463,31.009084758054456,1.1917951738350159,124333.37278912637,49202.93760306731,0.5758716476551975,0.07287467691763402,0.07410487470066603
20,21,MEX-CHL,432724.43691770907,163089.28925642566,175.67227420660848,23550.94334036168,8876.102856720245,8.513736670370816,592841.7972196584,223435.8383796172,127432.48426498333,48027.96309585133,59.99999999998858,59.99999999999967,0.5751778152484198,105029.27417102443,39584.42882884397,5.604418979389336e-13,53.73179577540057,1.892621568255751,43690.12330005237,16466.347977214362,15.084128363326803,3.1466562209362325e-14,6.600363760266602e-14,6.379577426251351e-16,1.2057652948035318e-10,4.54440258424714e-11,14.888373432780558,31.879690524551126,0.9885453284540119,127824.1353241308,48175.57226100008,0.5609697005447226,0.06916007949479837,0.07036460357516895
21,22,MEX-CHL,432177.35434389446,155126.76151246842,175.4501761882822,23595.43023880055,8469.39952463571,8.529818817617151,592294.7146458251,212599.6654393108,127470.38989519166,45754.523170684304,4.8574377842939985e-12,59.99999999999963,0.5477883954746235,105029.27417102436,37699.45602747043,1.246295140194171e-12,53.731795775401814,1.8024967316721814,43690.12330005338,15682.236168775948,14.347674172288203,2.79299200181184e-14,9.393355762078443e-14,8.352163618530045e-16,1.715993662021967e-10,6.159428227550527e-11,0.8907662060385886,32.366478579600525,0.9493324203446273,129775.95045153565,46582.08652860133,0.535266049956979,0.06898832116200647,0.07037841293598897
22,23,MEX-CHL,426445.0447712077,145780.18358056594,173.1230419356777,23852.730503866947,8154.052847810844,8.62283363533938,610227.1120079583,208606.05957348197,133687.71965480832,45701.12972986064,3.7590090422347346e-12,59.999999999999474,0.521703233785313,105029.27417102408,35904.24383568602,29.1037677182736,82.8355634936754,2.55097948272054,67354.83023489204,23025.24003285913,13.483209179366543,4.322402505060502e-14,1.3715758267138943e-13,1.1181030573847754e-15,2.5056172524895447e-10,8.565449347559659e-11,2.157508808516696,34.09145843032498,0.9408022152382065,136692.39331037065,46728.27703167199,0.5153361399816432,0.06938592266499051,0.07082784525453248
23,24,MEX-CHL,393188.83838693367,128011.00353835408,159.62208634226667,22341.102954315153,7273.622061776739,8.076375741293823,620596.6214081334,202048.45240491748,132668.32425344168,43192.99956506396,6.661344651006262e-13,59.99999999999936,0.49686022265267127,105029.27417102388,34194.517938748526,56.60689647236146,139.44245996603684,3.9338656219825254,113382.74072663541,36914.166953188724,11.839737717262363,4.515625832042772e-14,1.8231384099181717e-13,1.373101295798207e-15,3.3305391977575386e-10,1.0843279956212903e-10,0.4756829010388907,34.46536225039985,0.9032185496940133,138191.5901880396,44991.216467653896,0.45969291430429177,0.07014502936658931,0.07190209845949805
24,25,MEX-CHL,399586.93350459746,123899.08544802276,162.21950822099456,22009.967576946667,6824.584651972735,7.956669308968982,638102.0321649875,197854.96366051,134118.43330885,41585.82234645809,3.7268629989204575e-13,59.999999999999226,0.4732002120501586,105029.27417102366,32566.207560712814,17.219151795050117,156.66161176108696,4.170446690232757,127383.88947276532,39497.656412496406,11.459426413087632,5.5213400972400545e-14,2.3650384836781897e-13,1.638666721522472e-15,4.3204911548371155e-10,1.3396456637750177e-10,0.7063830943737621,35.17174534476649,0.8748996580473902,141023.88895754822,43726.98254899946,0.4313137500046784,0.07062175064563524,0.07270810881365876
25,26,MEX-CHL,399595.03851861274,118001.52243122026,162.22279859732419,21456.260372262474,6336.09315819796,7.756502493353971,637968.5620221667,188393.88462118132,133877.9137434833,39534.518997564504,2.403798354670407e-13,59.999999999999055,0.45066686861919525,105029.27417102335,31015.435772107347,2.244127460805145e-12,156.6616117610892,3.9718539906979147,127383.88947276716,37616.81563094949,10.91396080966356,6.007946311741898e-14,2.951515936017368e-13,1.8862612901201263e-15,5.391877799422306e-10,1.5922364588250361e-10,1.0377290730169204,35.33639146972658,0.8266896506275798,141684.05059058804,41839.69284476656,0.4004410875981094,0.07054062202019129,0.0726702426912628
26,27,MEX-CHL,418599.2195818932,117727.15216481248,169.93788797522194,22983.601525389066,6463.9249848040945,8.308640902232678,665572.8589337501,187186.20000946656,138849.59830930832,39050.16307605678,1.6939428080027388e-13,59.99999999999908,0.42920654154209015,105029.27417102341,29538.510259149873,5.65530816286657,162.3169199239557,3.9019029780030503,131982.30475686133,37118.80039024748,10.888584303723501,6.380645522489932e-14,3.589580488266361e-13,2.125848808693373e-15,6.557504605595661e-10,1.8442374147173692e-10,1.2283941783209897,36.56478564802803,0.8091945009189278,146609.39400186285,41232.5337196946,0.4085200590396164,0.07082619405189719,0.07265590800278826
27,28,MEX-CHL,381907.9779447388,102293.40990527808,155.0424179902697,20228.219960494003,5418.09471278537,7.312562200378443,663751.8832984334,177784.82617472723,138547.0738168792,37109.60082425291,1.2281261709390733e-13,59.99999999999911,0.40876813480199015,105029.27417102347,28131.914532523704,46.81150902744027,209.128428951396,4.627696427764471,170045.4398476619,45546.38521685225,9.461117482139166,6.909670686568907e-14,4.2758392428842517e-13,2.3438519942073617e-15,7.811173372390904e-10,2.0922096572143202e-10,3.9778377586677136,39.90063524891195,0.8190613904494655,159984.7462649582,42851.64535274859,0.34242358584803434,0.06983127802885127,0.07286865108455068
28,29,MEX-CHL,295461.8614586276,75370.4408765471,119.94806097263607,19536.975145747263,4983.75804870269,7.062675126113038,680389.9604869292,173563.1496962495,141703.67852729585,36147.70675208214,1.2256073936179934e-13,59.99999999999917,0.3893029855257049,105029.27417102354,26792.29955478449,159.99999999982708,369.128428951223,7.283720125819584,300143.82251145464,76564.77935047502,6.971012076671835,7.989699238425055e-14,5.070532050514761e-13,2.5671974442331862e-15,9.262931248584297e-10,2.36291482280769e-10,1.6839308858713941e-10,39.435536807435135,0.7685227945403863,158119.8973550671,40335.379720995064,0.31497350867800833,0.07019757251955444,0.0749962675161286
29,30,MEX-CHL,228350.497669513,55476.9133275707,92.70299483789697,18908.265375885865,4593.693511239385,6.835394658178841,687950.9843993626,167135.1607491409,142897.5025869375,34716.42254625242,1.4213775585511333e-13,59.99999999999926,0.3707647481197192,105029.27417102372,25516.47576646146,159.99999999999565,529.1284289512187,9.58958386200491,430242.2051753845,104525.7609244281,5.131059713667019,1.0964660982724908e-13,6.151917912647907e-13,2.8522719901787824e-15,1.1238424706536799e-09,2.730333937284915e-10,2.544074624177595e-12,38.5648959072568,0.7117591908223033,154628.99394879304,37566.54521349851,0.29032142991032794,0.07068487417047781,0.07972931736172104
